SNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD,Remarks
1783,24/09/2015,Licious,Online Meat Ordering platform,,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,"1,000,000",
1784,25/09/2015,TravelKhana,online meal-booking platform for train travelers,,New Delhi,Astarc Ventures & Others,Seed Funding,,Pre-Series A
1785,28/09/2015,Quickli,hyperlocal delivery platform,,New Delhi,"500 Startups, Mato Peric & Others",Seed Funding,,
1786,28/09/2015,Ola Cabs,Cab Booking app platform,,Bangalore,Didi Kuaidi,Private Equity,"30,000,000",late Stage (part of $500M funding rnd)
1787,29/09/2015,Paytm,E-Commerce & M-Commerce platform,,New Delhi,"Alibaba Group, Ant Financial",Private Equity,"680,000,000",Late Stage (Alibaba @ 40% equity)
1788,29/09/2015,Inmobi,Mobile Advertising platform,,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,"100,000,000",Late Stage
1789,29/09/2015,Peppertap,Hyperlocal Grocery Delivery,,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,"36,000,000",Series B
1790,29/09/2015,Hugefly,Ecommerce Product recommendation platform,,Pune,Mayank Singhal and others,Seed Funding,,
1791,29/09/2015,Brigge,Activity Based Social Network,,Chennai,The Chennai Angels,Seed Funding,,
1792,29/09/2015,Zakoopi,Fashion Discovery platform,,New Delhi,Uniqorn Ventures,Seed Funding,"350,000",
1793,29/09/2015,LoanCircle,Consumer lending marketplace,,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,,
1794,30/09/2015,Infoworks,Big Data Management Platform,,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,"5,000,000",
1795,30/09/2015,RedDoorz,Budget Accommodation Platform,,Noida,Jungle Ventures,Seed Funding,"1,000,000",
1796,30/09/2015,FirstTouch,Local Mobile OS,,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,,Super angel round
1797,30/09/2015,Eywa Media,Digital Signal processing platform,,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,"1,000,000",
1798,01/08/2015,Snapdeal,Ecommerce Marketplace,,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,"500,000,000",Late Stage Round 7th (More details)
1799,01/08/2015,Ressy,Restaurant Discount app,,Pune,Mohandas Pai & others,Seed Funding,"400,000",
1800,03/08/2015,Cuelearn,Tech-enabled learning,,New Delhi,Alok Mittal,Seed Funding,,
1801,03/08/2015,Connect India,ECommerce Logistics provider,,New Delhi,Aavishkaar,Private Equity,"5,000,000",Series A
1802,03/08/2015,The Home Salon,on-demand home beauty and wellness portal,,Mumbai,VentureNursery,Seed Funding,,
1803,03/08/2015,Jusride,Self Driven Car rental,,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,,
1804,03/08/2015,Oyorooms,Budget Hotel accommodation brand,,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,  Lightspeed India",Private Equity,"100,000,000",Series B
1805,03/08/2015,Glowship,Energy & Environment Online Marketplace,,Bangalore,Infuse Ventures,Seed Funding,,
1806,03/08/2015,Wizrocket,User Engagment & Analytics platform,,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,"9,600,000",Series B
1807,04/08/2015,Pickingo,On-Demand Delivery Logistics,,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,"1,300,000",Series A
1808,05/08/2015,Grex,fund raising platform for startups,,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,"650,000",
1809,05/08/2015,LetsTransport,Logistics Tech Platform,,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,"1,300,000",
1810,05/08/2015,Zo Rooms,Online budget hotel chain,,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,"30,000,000",Series A
1811,05/08/2015,Doormint,Hyperlocal Handyman services,,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,"3,000,000",Series A
1812,05/08/2015,NightStay,hotel booking app,,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,"500,000",
1813,05/08/2015,Zocalo,Rental Accomodation finder,,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,,
1814,05/08/2015,Sunday Realty Solutions,Tech Platform for property brokers,,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,"785,000",
1815,06/08/2015,Klozee,Luxury Apparel rental,,Bangalore,Tracxn Labs,Seed Funding,,
1816,06/08/2015,Appvigil,App security  testing platform,,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,"500,000",pre Series-A
1817,06/08/2015,practo,Doctor Appointment booking app,,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,"90,000,000",Series C
1818,06/08/2015,LoudShout,anonymous bulletin board app,,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,,
1819,06/08/2015,Wetravelsolo,Travel community platform,,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,,
1820,06/08/2015,Ketto,Crowd funding platform,,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,"700,000",
1821,06/08/2015,Ezetap,Mobile based PoS solution,,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,"25,000,000",Series C
1822,06/08/2015,NDTV ecommerce venture,Car & Bike ecommerce platform,,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,,Series A
1823,07/08/2015,Carl’s Jr,Fast food Chain Franchisee,,Gurgaon,YouWeCan Ventures,Seed Funding,"630,000",
1824,07/08/2015,EasyRewardz,Loyalty Programs & Reward Points,,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,"500,000",Pre-Series A
1825,07/08/2015,GIBSS,Energy saving solutions provider,,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,,Series A
1826,07/08/2015,StoreMore.in,Self-Storage Spaces,,Noida,Bedrock Ventures,Seed Funding,,
1827,07/08/2015,iOrderFresh,Grocery retail Mobile app,,New Delhi,Best Foodworks,Seed Funding,,
1828,10/08/2015,MyTaxiIndia,Taxi Rental platform,,Gurgaon,"Nihon Kotsu,",Private Equity,"500,000",Pre Series-A
1829,10/08/2015,eSadar,ecommerce,,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,"80,000",
1830,10/08/2015,Actionable Analytics,Machine Learning Platform,,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,,
1831,10/08/2015,MyPoolin,mobile social network,,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,"250,000",QPrize Contest Winners
1832,10/08/2015,NearBuy (previously  groupon India),Hyper-Local Ecommerce,,New Delhi,Sequoia Capital,Private Equity,"16,000,000",Series A
1833,10/08/2015,Inkmonk,Online printing marketplace,,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,"250,000",
1834,10/08/2015,ToneTag,mobile payment software platform,,Bangalore,Reliance Capital Venture,Private Equity,"1,000,000",Series A
1835,10/08/2015,Grey Orange,Automated Storage & Warehousing Solution,,Gurgaon,Tiger Global Management,Private Equity,"30,000,000",Series B
1836,11/08/2015,Livspace,Home Design & Décor solutions,,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,"8,000,000",Series A
1837,11/08/2015,WOW! MOMO,Quick Service Restaurant Chain,,Kolkata,Indian Angel Network,Seed Funding,"1,600,000",
1838,11/08/2015,RainCan,Subscription based Online Grocery platform,,Pune,Ajeet Khurana & Others,Seed Funding,"100,000",
1839,11/08/2015,Allygrow Technologies,engineering services company,,Mumbai,Zodius Technology Fund,Private Equity,"20,000,000",Series A
1840,11/08/2015,Infogain,Business and IT consulting,,New Delhi / US,ChrysCapital,Private Equity,"63,000,000",
1841,12/08/2015,OneAssist,Credit Card Fraud protection solutions,,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,"7,500,000",Series B
1842,12/08/2015,BigBasket,Online & mobile Grocery store,,Bangalore,Bessemer Venture Partners,Private Equity,"50,000,000",Series C
1843,12/08/2015,Sheroes,Career Community for Women,,Noida,"Quintillion Media, 500 Startups",Seed Funding,"770,000",
1844,12/08/2015,Scripbox,Mutual Fund Investing platform,,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,"2,500,000",Series A
1845,13/08/2015,betaout,Ecommerce Marketing Software Platform,,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &  Group of other Angel investors",Seed Funding,"500,000",
1846,13/08/2015,IFMR Holdings,Financial Inclusion platform,,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,"25,000,000",Series B
1847,13/08/2015,Massblurb,Digital Marketing automation solution,,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,,
1848,13/08/2015,Agrostar,Mobile Commerce for Farmers,,Pune,IDG Ventures,Private Equity,"4,000,000",Series A
1849,14/08/2015,VoxWeb,Picture based Social App,,Mumbai,Jitendra Gupta & others,Seed Funding,"100,000",
1850,14/08/2015,Trukky,Logistics service platform,,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,"245,000",
1851,14/08/2015,VanityCube,On-Demand Beauty Services,,New Delhi,Group of angel investors,Seed Funding,,
1852,17/08/2015,Edu4Share,Exam Preparation Platform,,New Delhi,Nalin Jain & other angel investors,Seed Funding,"220,000",
1853,17/08/2015,YourStory,Startup Focused Online Publisher,,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,,
1854,17/08/2015,Sampurnearth,Waste Management Solutions,,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,"160,000",
1855,17/08/2015,Orobind,App based Fitness coaching,,Bangalore,Existing & New Investors,Private Equity,,pre series A
1856,17/08/2015,Fixy,On demand cleaning & fixing services,,Mumbai,VentureNursery,Seed Funding,,
1857,17/08/2015,MSM Box,Beauty & Lifestyle platform,,New Delhi,Rohit Goel,Seed Funding,,
1858,17/08/2015,ShadowFax,on-demand delivery service,,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,"310,000",
1859,17/08/2015,Gadgets 360,Car & Bike ecommerce platform,,New Delhi,One97 Communications,Private Equity,,Strategic Investment
1860,18/08/2015,Roposo,Fashion Discovery platform,,Gurgaon,Tiger Global,Private Equity,"15,000,000",Series B
1861,18/08/2015,IntelligenceNODE,Data Analytics Platform,,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,"4,200,000",Series A
1862,18/08/2015,HyperVerge,Deep Learning Cloud Algorithms,,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,"1,000,000",
1863,18/08/2015,Twyst,Location based engagement & rewards platform,,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,,
1864,18/08/2015,IDfy,Online Identity Verification Services platform,,Mumbai,"NEA, Blume Ventures & others",Private Equity,,Series A
1865,18/08/2015,Zoojoo.be,Corporate Wellness App,,Bangalore,RoundGlass Partners,Private Equity,"1,000,000",Series A
1866,19/08/2015,Fashionove,Fashion Search & Review Platform,,Kolkata,Umesh Yadav,Seed Funding,,
1867,19/08/2015,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",,Mumbai,Unilazer Ventures,Private Equity,"2,400,000",
1868,19/08/2015,Envoged,pre-owned Luxury online apparel seller,,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,,
1869,19/08/2015,MebelKart,Online Furniture Marketplace,,Bangalore,AskMe,Private Equity,"20,000,000",
1870,20/08/2015,LabsAdvisor,Online Diagnostic Tests Marketplace,,New Delhi,Group of Angel Investors,Seed Funding,"156,000",
1871,20/08/2015,Flatpebble,Online marketplace for Photographers,,Hyderabad,Indian Angel Network,Seed Funding,"600,000",
1872,20/08/2015,Bluegape.com,Visual Blogging platform,,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,"600,000",
1873,21/08/2015,ePoise,Job Search Platform,,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,"500,000",
1874,24/08/2015,Jolly Food Fellow,Food Customer analytics platform,,Ahmedabad,The 1947,Seed Funding,"300,000",
1875,24/08/2015,BookMeIn,Professional Service Appointment booking service,,Mumbai,Ajmera Group of Companies,Seed Funding,"400,000",
1876,24/08/2015,iZofy,Scientific Horoscope Online Assistance platform,,Kolkata,Prime Capital Markets Ltd,Seed Funding,,
1877,24/08/2015,rBus,Tech enabled AC bus service,,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,,
1878,25/08/2015,Qyk App,On-Demand App based Professional service provider,,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,"1,000,000",pre-series A
1879,25/08/2015,EazyDiner,Restaurant Reservation Platform,,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,"3,000,000",Series A
1880,25/08/2015,RevX,Cross-channel CRM platform,,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,"4,000,000",Series A
1881,25/08/2015,ICustomMadeIt,Professional Custom creators Marketplace,,Pune,Group of Angel Investors,Seed Funding,"250,000",
1882,26/08/2015,PickMyLaundry,on-Demand Washing & Dry-Cleaning,,New Delhi,GHV Accelerator,Seed Funding,"100,000",
1883,26/08/2015,Belita,On-Demand Beauty Service,,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,"400,000",
1884,26/08/2015,EzySolare,solar products and services marketplace,,Ahmedabad,Infuse Ventures,Seed Funding,,
1885,26/08/2015,FoodTalkIndia,Online Food Community Platform,,Gurgaon,Undisclosed Investor,Seed Funding,"500,000",
1886,27/08/2015,InstaSafe,Private Cloud Networks SAAS platform,,Bangalore,Group of Investors,Seed Funding,,
1887,27/08/2015,Eazy Coach,Education Marketplace,,Kolkata,Ravi Agarwal,Seed Funding,,
1888,27/08/2015,Djubo.com,Cloud Based Hotel Sales Platform,,New Delhi,Ibibo Group,Private Equity,,Strategic Investment
1889,28/08/2015,BetterButter.in,online recipe sharing platform,,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,,
1890,28/08/2015,Vyomo,Beauty & Lifestyle Mobile Marketplace,,Bangalore,Rocket Internet,Private Equity,"2,000,000",Pre-Series A
1891,28/08/2015,RollMafia,QSR Restaurant Chain,,Pune,Equentia Natural Resources,Seed Funding,"160,000",
1892,29/08/2015,iamwire,Digital Media publishing platform,,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,,
1893,31/08/2015,DropKaffe,Online Coffee Delivery platform,,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,"300,000",
1894,31/08/2015,Reverie,Language Localization Cloud platform,,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,"4,000,000",Series A
1895,31/08/2015,Infinite Analytics,Big Data & predictive Analysis Platform,,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,,Bridge Round
1896,01/07/2015,Parcelled,Online Logistics Platform,,Bangalore,"Delhivery, Tracxn Labs",Seed Funding,,
1897,01/07/2015,Retigence Technologies,Business IT Intelligence Services,,Mumbai,Omnivore Partners,Private Equity,,Series A
1898,01/07/2015,Cloudcherry Analytics,CRM / Analytics platform,,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,"1,000,000",
1899,01/07/2015,HandyHome,Hyperlocal Electronics repair Service,,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,"630,000",
1900,01/07/2015,iDreamCareer,Ed-Tech Platform,,New Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Funding,,
1901,01/07/2015,Ola Cabs,Cab rental Mobile app,,Bangalore,Ratan Tata,Private Equity,,Personal Investment
1902,01/07/2015,NxtGen,IT infrastructure & Data Center services,,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,"13,500,000",Series A
1903,02/07/2015,BankBazaar,Online Financial Services,,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,"60,000,000",Series C(More here)
1904,02/07/2015,Gozoomo,Used Car Marketplace,,Bangalore,SAIF Partners,Private Equity,"5,000,000",Series A
1905,02/07/2015,Zenatix,Internet of Things platform,,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,"161,000",
1906,03/07/2015,CultureAlley,Language Learning App,,Jaipur,Tiger Global,Private Equity,"6,500,000",Series A
1907,03/07/2015,Goqii,Mobile Fitness Marketplace,,Mumbai,Vijay Shekhar Sharma,Private Equity,,Pre-Series A
1908,03/07/2015,Gingercrush,Custom Merchandize platform,,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,"1,000,000",
1909,04/07/2015,Elanic,P2P Pre-owned goods marketplace,,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,,
1910,04/07/2015,Stitchwood,Custom Furniture Marketplace,,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,"395,000",
1911,05/07/2015,Urban Tailor,Online Tailoring Services,,Bangalore,Group of angel investors,Seed Funding,,
1912,06/07/2015,ConfirmtTkt,Rail Ticket Confirmation predictor,,Bangalore,Pravin Agarwala & others,Seed Funding,,
1913,06/07/2015,Paper Boat,Ethnic Beverages manufacturer,,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,"30,000,000",Series B
1914,06/07/2015,getNow,Hyperlocal Goods marketplace,,Nagpur,Atulya Mittal,Seed Funding,,
1915,07/07/2015,Wudstay,Budget Accommodation aggregator,,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,"3,000,000",Series A
1916,07/07/2015,Liases Foras,Real Estate Rating & Analysis,,New Delhi,DMG information Asia Pacific,Private Equity,"5,000,000",Series A
1917,07/07/2015,Eatlo,Food Delivery platform,,Bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,,
1918,07/07/2015,IndiaLends,Financial Tech,,New Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity,,Pre-Series A
1919,08/07/2015,Quinto,Food Discovery App,,Pune,Jaydeep Barman,Seed Funding,,
1920,08/07/2015,Saavn,Music Streaming App,,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,"100,000,000",Series C
1921,08/07/2015,Flytxt,Big Data & Analytics platform,,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,"11,000,000",Series A
1922,08/07/2015,Axtria,Big Data & Analytics platform,,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,"30,000,000",Series C
1923,08/07/2015,33Coupons,Coupon Aggregator Platform,,Kanpur,Not Disclosed,Seed Funding,"20,000",
1924,08/07/2015,Ampere,Electric Scooter manufacturer,,Coimbatore,Ratan Tata,Seed Funding,,
1925,08/07/2015,Hopping Chef,Online Food-Tech Platform,,Mumbai,Mirah Hospitality,Seed Funding,"470,000",Strategic Investment
1926,08/07/2015,Collectabillia,Celebrity Fashion Brand,,Bangalore,Accel Partners,Private Equity,"7,500,000",Series B
1927,08/07/2015,Lendingkart,Online Finance lending platform,,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,"10,000,000",Series A
1928,08/07/2015,Lybrate,Healthcare Mobile App,,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,"10,200,000",Series A
1929,08/07/2015,Zoomcar,Self-driven vehicle rental,,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,"11,000,000",Series B
1930,09/7/2015,News in shorts,News Aggregator mobile app,,Noida,Tiger Global,Private Equity,"20,000,000",Series B
1931,09/7/2015,Bluestone,Online Jewellery Store,,Bangalore,"IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,"16,200,000",
1932,09/7/2015,Shopsity,Fashion Info Aggregator App,,Gurgaon,"Sandeep Aggarwal, Teruhide Sato",Seed Funding,,
1933,09/7/2015,Notesgen,Online Study Notes Marketplace,,New Delhi,"Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,,
1934,10/7/2015,Infinity Assurance,Warranty Programs Service Administration,,New Delhi,Indian Angel Network,Seed Funding,"600,000",
1935,10/7/2015,Footprints Education,Pre-School Chain,,Gurgaon,"LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,"685,000",
1936,10/7/2015,Loylty Rewards,Premium Loyalty Rewards Point Management,,Mumbai,IndianIdeas.com,Private Equity,"19,350,000",Late Stage
1937,13/7/2015,Ameyo,Contact Center Software Platform,,Gurgaon,Forum Synergies PE Fund,Private Equity,"5,000,000",Series A
1938,13/7/2015,Mamagoto,Casual Dining restaurant Chain,,New Delhi,Goldman Sachs,Private Equity,"10,000,000",Series A
1939,13/7/2015,Satvacart,Online Grocery Delivery,,Gurgaon,Palaash Ventures,Seed Funding,,
1940,14/7/2015,MySmartPrice,Online comparison engine,,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,"10,000,000",Series B
1941,14/7/2015,Zenify,Residential Rental management platform,,Bangalore,Atul Jalan,Seed Funding,,
1942,14/7/2015,Boxmyspace,Physical Storage warehouses,,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,"300,000",
1943,14/7/2015,HackerRank,Tech Recruitment platform,,Bangalore,HR Technology fund,Private Equity,"7,500,000",Series C
1944,14/7/2015,WickedRide,Bike Rental Platform,,Bangalore,Undisclosed,Seed Funding,"790,000",
1945,14/7/2015,WoWexpress,Tech enabled logistics platform,,Mumbai,Tamarind Family Private Trust,Seed Funding,"500,000",
1946,15/7/2015,Oyo Rooms,Budget Hotel Accommodation,,Gurgaon,"Softbank, Sequoia Capital",Private Equity,"100,000,000",Series B
1947,15/7/2015,Mobikon,Restaurant customer engagement platform,,Pune,Jungle Ventures,Private Equity,"2,300,000",Series B
1948,15/7/2015,InstaLively.com,Live video streaming app,,New Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,,
1949,15/7/2015,Roadrunnr,Hyper local logistics platform,,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,"11,000,000",Series A
1950,16/7/2015,Ketto,Crowd Funding Platform,,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,"700,000",
1951,17/7/2015,QuikWallet,F&B sector Mobile Payment platform,,Mumbai,Snow Leopard Technology Ventures,Private Equity,"1,600,000",Follow on Funding
1952,17/7/2015,Omnikart,Industrial Supplies B2B ecommerce,,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,"100,000",
1953,20/7/2015,Zo Rooms,Online budget hotel chain,,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,"15,000,000",No confirmation
1954,20/7/2015,Innoviti,Payment Solutions platform,,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,"4,850,000",Series A
1955,21/7/2015,ZenRadius,Online Hiring Platform,,Bangalore,"Tracxn Labs, Deepak Singh",Seed Funding,,
1956,21/7/2015,Joy by nature,Organic Food ecommerce,,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,"1,000,000",Series A
1957,22/7/2015,Iqlect,Big Data & Analytics platform,,Bangalore,Exfinity Venture Partners,Private Equity,"2,000,000",Series A
1958,22/7/2015,deGustibus,Fine Dining Restaurant Chain,,Mumbai,India Value Fund Advisors,Private Equity,"30,000,000",Late Stage
1959,23/7/2015,Nestaway,Luxury Rental Homes,,Bangalore,"Flipkart, Tiger Global",Private Equity,"12,750,000",Series A
1960,23/7/2015,Mswipe,Mobile Point of Sale payment solution,,,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,"25,000,000",Series B
1961,23/7/2015,Myonsto,Online Grocers,,Ahmedabad,Jayant Bokadia,Seed Funding,"320,000",
1962,23/7/2015,iCrushiFlush,Casual Dating App,,Mumbai,IDG Ventures India,Seed Funding,,
1963,23/7/2015,MedGenome,Clinical Genomics Provider,,Bangalore,Sequoia Capital,Private Equity,"20,000,000",Series B
1964,23/7/2015,HolidayIQ,Travel information portal,,Bangalore,MakeMyTrip,Private Equity,"15,000,000",Strategic Investment
1965,23/7/2015,Fitternity,Fitness Marketplace,,Mumbai,Exfinity Venture Partners,Private Equity,"1,000,000",Series A
1966,23/7/2015,Quikr,Online & Mobile classified listings,,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,"60,000,000",Late Stage
1967,23/7/2015,JetSetGo,Private Jet/ Helicopter Marketplace,,New Delhi,YourWeCan Ventures,Seed Funding,,
1968,24/7/2015,BroEx,Real Estate Broker network App,,Gurgaon,Lightspeed India,Private Equity,"1,000,000",Bridge round
1969,25/7/2015,Shopatplaces,Ethnic/ Traditional Fashion Store,,New Delhi,Indian Angel Network,Seed Funding,,
1970,25/7/2015,CredR,Used Bikes Marketplace,,Mumbai,Fidelity Growth Partners,Private Equity,"15,000,000",Series A
1971,27/7/2015,ManageMySpa,Spa & Salon Management Software,,Hyderabad,Accel Partners,Private Equity,"6,000,000",Series A
1972,27/7/2015,Townrush,B2B logistics delivery platform,,Bangalore,Lightspeed Venture Partners,Seed Funding,,
1973,27/7/2015,Locus,Logistics Automation Platform,,Bangalore,"growX ventures,  Manish Singhal",Seed Funding,,
1974,27/7/2015,Bevy,Online Hiring Platform,,Bangalore,Varun Agarwal & Others,Seed Funding,,
1975,28/7/2015,Pepperfry,Online home décor marketplace,,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,"100,000,000",Series D
1976,28/7/2015,Flipkart.com,Online Marketplace,,Bangalore,Steadview Capital and existing investors,Private Equity,"700,000,000","Late Stage, 10th Round More here"
1977,28/7/2015,Opinio,Hyperlocal food & grocery store,,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,"1,300,000",
1978,28/7/2015,Zoctr,Health-Tech platform,,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,"1,000,000",
1979,29/7/2015,Zimmber,Hyperlocal Handyman Services,,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,  Mohandas Pai",Private Equity,"2,000,000",Series A
1980,29/7/2015,trueHb,Medical Tech Instruments,,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,"2,400,000",
1981,29/7/2015,Zovi.com / Little App,Hyperlocal Deals Marketplace,,Bangalore,"Paytm, SAIF Partners,  Tiger Global Management & others",Private Equity,"50,000,000",Series A
1982,29/7/2015,Swajal,Innovative Water Solutions,,Gurgaon,Abhishek Gupta,Private Equity,"1,200,000",Series A
1983,30/7/2015,Pipa Bella,Online Jewelry Store,,Mumbai,LionRock Capital,Private Equity,"600,000",Pre-Series A
